Secret codes for all landscapes in The Sentinel (aka The Sentry)

Generated by: https://github.com/simonowen/sentcode

+------+----------+----------+----------+----------+----------+
| Land | BBC/C64  |   CPC    | Spectrum |  PC/ST   |  Amiga   |
| 0372 | 82779617 | 95846682 | 78496565 | 69459725 | 49186887 |
| 0373 | 96625999 | 65676544 | 49504133 | 89664975 | 77041877 |
| 0374 | 96629762 | 73577640 | 79649886 | 68490628 | 52903578 |
| 0375 | 60766198 | 89596966 | 65105551 | 42545683 | 46570431 |
| 0376 | 41554614 | 56764816 | 84852396 | 71305412 | 01425053 |
| 0377 | 41834205 | 43626537 | 40987489 | 76454928 | 55575006 |
| 0378 | 87003447 | 58477939 | 61579772 | 95877915 | 68864567 |
| 0379 | 59476345 | 17625909 | 95775866 | 75237575 | 44705999 |
| 0380 | 53546376 | 94884522 | 71537854 | 18797116 | 16204647 |
| 0381 | 76862147 | 29046635 | 16555483 | 98795541 | 69984669 |
| 0382 | 90645560 | 97343469 | 76999908 | 33663121 | 34664362 |
| 0383 | 94430636 | 22529364 | 82834362 | 27521285 | 31584548 |
| 0384 | 15956545 | 41355256 | 95684128 | 72997226 | 20688764 |
| 0385 | 95999546 | 06317363 | 97945258 | 63344288 | 56646148 |
| 0386 | 41669896 | 59996470 | 97664471 | 89644479 | 55559406 |
| 0387 | 96504548 | 38345749 | 95695683 | 38888476 | 97698716 |
| 0388 | 45812110 | 59416496 | 44887656 | 06396628 | 19773227 |
| 0389 | 34055140 | 18567845 | 07719418 | 87980599 | 16685708 |
| 0390 | 66651203 | 98349729 | 65755199 | 90597087 | 62487482 |
| 0391 | 96454244 | 12958072 | 68894636 | 68855538 | 99985406 |
| 0392 | 11517965 | 55981175 | 86473392 | 96271763 | 34647460 |
| 0393 | 59972236 | 78995813 | 94816540 | 65428328 | 37288254 |
| 0394 | 88957975 | 31804350 | 91757866 | 73464697 | 57189761 |
| 0395 | 95616937 | 66981448 | 95945658 | 66526446 | 79001694 |
| 0396 | 24775958 | 58215444 | 97645218 | 59145076 | 05639034 |
| 0397 | 84167997 | 79603308 | 15853716 | 48621974 | 70272522 |
| 0398 | 22895168 | 87497810 | 99863516 | 82207787 | 83323208 |
| 0399 | 35893797 | 97774446 | 58657830 | 93288616 | 99348266 |
| 0400 | 73548206 | 16497905 | 83754805 | 98198552 | 82065427 |
| 0401 | 40989885 | 39702949 | 96559564 | 41852465 | 95975445 |
| 0402 | 76558732 | 87785684 | 99760210 | 83778425 | 48609189 |
| 0403 | 18314608 | 88997988 | 26332906 | 13492684 | 60567754 |
| 0404 | 50559957 | 47956296 | 89445758 | 51345425 | 68896767 |
| 0405 | 98297477 | 46439685 | 64657191 | 62187879 | 26471686 |
| 0406 | 87641708 | 84712457 | 92715086 | 25259244 | 78999478 |
| 0407 | 69884250 | 46012470 | 85745479 | 79931183 | 54708472 |
| 0408 | 41678554 | 73012688 | 74688570 | 13604592 | 45946545 |
| 0409 | 75169137 | 77250459 | 57516076 | 57770476 | 09883871 |
| 0410 | 45477683 | 40965276 | 76660031 | 57176096 | 43508386 |
| 0411 | 44256789 | 23797303 | 80673148 | 43557695 | 65842658 |
| 0412 | 99507256 | 77089679 | 30789651 | 82897777 | 27667655 |
| 0413 | 13657569 | 85691441 | 65697588 | 79559455 | 87877699 |
| 0414 | 23677509 | 49842327 | 25096084 | 29976936 | 05356464 |
| 0415 | 74726666 | 10082976 | 34467784 | 79658316 | 42745897 |
| 0416 | 69696634 | 59367978 | 54714509 | 99508761 | 88720458 |
| 0417 | 15149499 | 49193595 | 21609127 | 50196706 | 78817707 |
| 0418 | 46174675 | 44648613 | 34432827 | 89355564 | 89571664 |
| 0419 | 47584873 | 39958672 | 41992393 | 27870365 | 97723404 |
| 0420 | 81874857 | 95933426 | 23747498 | 84676579 | 99845974 |
| 0421 | 98908923 | 98735808 | 88643712 | 73469535 | 74044747 |
| 0422 | 84686755 | 04875508 | 89539476 | 68262424 | 87956184 |
| 0423 | 97242098 | 49728546 | 09442788 | 53667119 | 59546047 |
| 0424 | 69870730 | 69498560 | 92004003 | 70525385 | 29742949 |
| 0425 | 31725856 | 85507575 | 63950950 | 94598959 | 54977955 |
| 0426 | 82828574 | 66144773 | 42257565 | 97760297 | 64688484 |
| 0427 | 58391264 | 36908841 | 48946734 | 59496980 | 94060449 |
| 0428 | 64884906 | 95969547 | 96648740 | 74833688 | 80172611 |
| 0429 | 76624909 | 73470864 | 99596162 | 31080937 | 78474049 |
| 0430 | 67692147 | 29658678 | 85969957 | 95579883 | 82124936 |
| 0431 | 89405885 | 42963579 | 65105995 | 52711345 | 38865163 |
| 0432 | 24420566 | 44630967 | 62587200 | 67799235 | 06441527 |
| 0433 | 74673945 | 02989115 | 96198865 | 85785649 | 65398789 |
| 0434 | 00951767 | 44301883 | 70517078 | 65913825 | 13743347 |
| 0435 | 59334585 | 57887851 | 67514598 | 87147643 | 27478494 |
| 0436 | 69656796 | 84542729 | 06677298 | 69517324 | 69946763 |
| 0437 | 45197275 | 69665059 | 72535921 | 62466744 | 52688381 |
| 0438 | 06619099 | 41309473 | 08666999 | 82565555 | 49705486 |
| 0439 | 46934694 | 66506745 | 35896280 | 14582825 | 26827985 |
| 0440 | 20388486 | 69969869 | 57149224 | 40702989 | 91997087 |
| 0441 | 50802708 | 96063755 | 60757672 | 47987732 | 97854930 |
| 0442 | 05499886 | 74705785 | 67386673 | 15687207 | 89801972 |
| 0443 | 04142804 | 96274476 | 98616412 | 19259365 | 67724806 |
| 0444 | 68671969 | 27467432 | 52831545 | 02846477 | 66057060 |
| 0445 | 85640279 | 61858677 | 35581644 | 58879147 | 39553425 |
| 0446 | 57884856 | 47884144 | 64975277 | 24545148 | 53857455 |
| 0447 | 49974264 | 75948743 | 48850545 | 69188267 | 55402616 |
| 0448 | 28870871 | 15587574 | 00777677 | 88941050 | 26465526 |
| 0449 | 95972644 | 21252227 | 64375186 | 95075850 | 00297522 |
| 0450 | 22657948 | 94765456 | 85975367 | 65043385 | 90795376 |
| 0451 | 46489552 | 87445871 | 14455074 | 56664574 | 99527443 |
| 0452 | 68725483 | 92669877 | 57383019 | 78415783 | 77759207 |
| 0453 | 05749545 | 95456489 | 61144337 | 80014676 | 42724056 |
| 0454 | 76404942 | 90924930 | 67897457 | 91562219 | 01870896 |
| 0455 | 38055649 | 55422043 | 45051805 | 37556126 | 28586256 |
| 0456 | 99097778 | 64425425 | 75880703 | 98872486 | 99998705 |
| 0457 | 80891719 | 16987705 | 65726756 | 78774628 | 45710184 |
| 0458 | 40836822 | 55892857 | 87769125 | 69586780 | 48655041 |
| 0459 | 89707867 | 99929516 | 46558940 | 69884342 | 49707388 |
| 0460 | 87626722 | 20748495 | 74112684 | 58549768 | 07556580 |
| 0461 | 42911124 | 29219562 | 69897729 | 66377267 | 75990940 |
| 0462 | 77733496 | 44959945 | 46748604 | 22777976 | 54599711 |
| 0463 | 78837549 | 46686465 | 45470516 | 04274266 | 71660278 |
| 0464 | 48465354 | 18586874 | 97839879 | 56609801 | 73655192 |
| 0465 | 70134751 | 64775338 | 35865527 | 35866911 | 68380750 |
| 0466 | 41767678 | 74967757 | 95609877 | 76658841 | 13685452 |
| 0467 | 76764482 | 10929100 | 93106331 | 71729561 | 45698696 |
| 0468 | 76927947 | 57846562 | 00944680 | 37747587 | 22555878 |
| 0469 | 75916726 | 18995553 | 78374878 | 48451743 | 99584742 |
| 0470 | 59307596 | 57875515 | 62788877 | 94849391 | 55199648 |
| 0471 | 81354474 | 41687298 | 98089775 | 45608736 | 02647447 |
| 0472 | 28709132 | 58237995 | 74088663 | 66267546 | 08867566 |
| 0473 | 17366140 | 46366980 | 06311099 | 79596777 | 96088567 |
| 0474 | 66351396 | 41286455 | 85454486 | 90605428 | 83769643 |
| 0475 | 82625001 | 49424555 | 35009995 | 30743602 | 99548643 |
| 0476 | 82079167 | 99912097 | 09586799 | 07846457 | 69502949 |
| 0477 | 99472368 | 49472877 | 51947983 | 79707507 | 54954057 |
| 0478 | 01150883 | 25978039 | 46949627 | 31841695 | 81953487 |
| 0479 | 86346495 | 72900457 | 26676672 | 74164466 | 45716328 |
| 0480 | 77321651 | 93798881 | 29990692 | 25199474 | 99966807 |
| 0481 | 97402814 | 84357681 | 98889260 | 48746767 | 98836609 |
| 0482 | 46408245 | 20188266 | 36754760 | 66045993 | 23135429 |
| 0483 | 67796483 | 59785641 | 58696498 | 93838973 | 07454476 |
| 0484 | 73627747 | 54690960 | 25234656 | 54994932 | 75845131 |
| 0485 | 98432975 | 86845694 | 85963610 | 45486887 | 80457545 |
| 0486 | 97656817 | 57537552 | 49558661 | 37278886 | 56469861 |
| 0487 | 75064789 | 68756578 | 65441966 | 78015132 | 75619639 |
| 0488 | 55435044 | 66776445 | 74296815 | 60967455 | 98578356 |
| 0489 | 25589648 | 63750972 | 76556075 | 66368310 | 69946808 |
| 0490 | 42299585 | 25169092 | 87859872 | 89468192 | 57930882 |
| 0491 | 78958899 | 47664929 | 43894935 | 36996947 | 91582649 |
| 0492 | 55725869 | 27985945 | 15657555 | 93250504 | 68864707 |
| 0493 | 22059245 | 51534576 | 15079918 | 64015494 | 72860369 |
| 0494 | 62368149 | 69894914 | 35178462 | 18691456 | 03276418 |
| 0495 | 55867988 | 17854403 | 52257250 | 84645259 | 05767921 |
| 0496 | 27529818 | 69471446 | 96459657 | 82587915 | 71929685 |
| 0497 | 49686254 | 54043714 | 68149332 | 68690104 | 38427946 |
| 0498 | 80577067 | 87395537 | 15442368 | 67165789 | 98488449 |
| 0499 | 67712751 | 90872190 | 59828478 | 84559763 | 76052468 |
| 0500 | 85561920 | 50385509 | 97159537 | 82637744 | 47476697 |
| 0501 | 57897685 | 20594219 | 07546488 | 60664655 | 86155975 |
| 0502 | 58245009 | 25634887 | 79386674 | 74989956 | 47749307 |
| 0503 | 34809584 | 01756038 | 75855187 | 19900877 | 82236801 |
| 0504 | 81742752 | 97969472 | 19335905 | 66602758 | 32037827 |
| 0505 | 84656435 | 75049234 | 17253967 | 34470505 | 40404442 |
| 0506 | 55294957 | 59857272 | 67591847 | 49970513 | 58886607 |
| 0507 | 33641054 | 91596767 | 08555654 | 61743526 | 07892498 |
| 0508 | 44952848 | 05837789 | 53977453 | 25654495 | 02576791 |
| 0509 | 41864888 | 54437893 | 97036087 | 14688462 | 93019535 |
| 0510 | 58825521 | 32494468 | 78346897 | 02696479 | 62467969 |
| 0511 | 79986757 | 29948547 | 78765586 | 41563422 | 46792513 |
| 0512 | 86177317 | 12954873 | 93269453 | 74165568 | 99559822 |
| 0513 | 36469008 | 44954774 | 54948844 | 82152676 | 88756198 |
| 0514 | 68290184 | 86976529 | 78465490 | 56507446 | 13679994 |
| 0515 | 25033660 | 69808998 | 17386898 | 24518554 | 89787024 |
| 0516 | 76247269 | 72099459 | 94747789 | 11842058 | 59636557 |
| 0517 | 98312874 | 64724576 | 36123444 | 09046189 | 57691154 |
| 0518 | 10663987 | 35256639 | 81754376 | 56857824 | 71198402 |
| 0519 | 66558121 | 66859285 | 55151869 | 27744921 | 75464993 |
| 0520 | 72905457 | 29462657 | 37581782 | 81196933 | 14474984 |
| 0521 | 81300950 | 47955996 | 93945252 | 91743755 | 64997237 |
| 0522 | 47594207 | 80923658 | 56696192 | 58772998 | 48764693 |
| 0523 | 79486337 | 99960891 | 18688069 | 17569749 | 56387059 |
| 0524 | 91167109 | 32201254 | 44094575 | 57244645 | 47899795 |
| 0525 | 53876035 | 79699859 | 94298567 | 55589547 | 42649440 |
| 0526 | 55454830 | 53796241 | 48914594 | 95891482 | 91820997 |
| 0527 | 89082010 | 84851446 | 49677299 | 73398827 | 59794689 |
| 0528 | 66156849 | 84708537 | 24410585 | 09791792 | 76596673 |
| 0529 | 74286527 | 53772433 | 61085555 | 46406179 | 44450509 |
| 0530 | 93792917 | 49764868 | 87178807 | 91765224 | 73699498 |
| 0531 | 40376537 | 75115599 | 49839716 | 84642429 | 37864250 |
| 0532 | 84976867 | 63886596 | 15235564 | 04599852 | 16166377 |
| 0533 | 74962305 | 66529484 | 76712494 | 64086685 | 56521779 |
| 0534 | 80546048 | 67575848 | 42831821 | 75504257 | 58407726 |
| 0535 | 56295775 | 59328684 | 94561979 | 24959847 | 53475373 |
| 0536 | 50420654 | 68790094 | 56859967 | 24585740 | 02686745 |
| 0537 | 59491924 | 18599687 | 48975827 | 19155294 | 96562036 |
| 0538 | 42862450 | 91606784 | 22176914 | 37762154 | 04868868 |
| 0539 | 56669850 | 97780261 | 53670194 | 90731243 | 75927743 |
| 0540 | 74967772 | 65793549 | 97882264 | 97850519 | 62464968 |
| 0541 | 78486773 | 85970386 | 95987479 | 67508856 | 78570956 |
| 0542 | 78631937 | 45861688 | 89371090 | 83842731 | 51400956 |
| 0543 | 96846263 | 67617706 | 93696861 | 45961545 | 82271707 |
| 0544 | 16774542 | 58145185 | 62730580 | 98556634 | 50398833 |
| 0545 | 58544749 | 30249328 | 95693674 | 34666638 | 43654058 |
| 0546 | 36865509 | 35625185 | 44448944 | 33972766 | 66727816 |
| 0547 | 78855935 | 26271674 | 98826485 | 44847744 | 66013160 |
| 0548 | 44596361 | 17728774 | 79055755 | 44639474 | 94605568 |
| 0549 | 59489806 | 65946347 | 75785874 | 59866434 | 80445947 |
| 0550 | 47993631 | 49596891 | 77585721 | 94886207 | 58765595 |
| 0551 | 96904817 | 26599491 | 47815906 | 47688974 | 39026699 |
| 0552 | 15407275 | 69989865 | 43939179 | 55218068 | 14066849 |
| 0553 | 83725452 | 77040417 | 45349016 | 74575044 | 99979166 |
| 0554 | 73629044 | 36508753 | 92116197 | 24426718 | 60571755 |
| 0555 | 68784954 | 16853723 | 85327988 | 27539305 | 56588873 |
| 0556 | 96471058 | 54849834 | 05664608 | 45411745 | 88159094 |
| 0557 | 81094244 | 34048637 | 66985972 | 44391945 | 99977069 |
| 0558 | 99575878 | 85222293 | 83628583 | 06857476 | 66177670 |
| 0559 | 65743719 | 11935990 | 80515561 | 95703956 | 69702847 |
| 0560 | 47859442 | 96568908 | 85472499 | 05389414 | 85246398 |
| 0561 | 68776628 | 81567858 | 47448876 | 27235983 | 82631183 |
| 0562 | 80905914 | 50189798 | 86737736 | 03277576 | 36095767 |
| 0563 | 51416854 | 82495918 | 05946653 | 38358248 | 74299165 |
| 0564 | 67539639 | 72891481 | 99971874 | 85545906 | 43439095 |
| 0565 | 54418567 | 98895654 | 89959726 | 17357896 | 17158364 |
| 0566 | 97685407 | 47671460 | 53547417 | 83057319 | 74074549 |
| 0567 | 46167383 | 69164547 | 56464728 | 75707487 | 63446897 |
| 0568 | 05577594 | 75520762 | 86689940 | 71799605 | 38300670 |
| 0569 | 48856357 | 38087679 | 25647648 | 51414966 | 76665909 |
| 0570 | 67956177 | 64869348 | 58263890 | 86043799 | 61838398 |
| 0571 | 86835180 | 29064796 | 47547278 | 58116162 | 75038657 |
| 0572 | 88696941 | 41598442 | 41748710 | 22856496 | 69078595 |
| 0573 | 88560884 | 98855773 | 17942790 | 23815545 | 99906660 |
| 0574 | 89665613 | 39625435 | 81445481 | 29772642 | 55948165 |
| 0575 | 69512879 | 64654679 | 70103554 | 78557369 | 75547982 |
| 0576 | 35343941 | 96663948 | 86437958 | 46498401 | 63596586 |
| 0577 | 62806445 | 66959867 | 97481647 | 50237698 | 46847189 |
| 0578 | 78138159 | 80286015 | 97090807 | 76900223 | 82286305 |
| 0579 | 63753951 | 07780874 | 13891754 | 29269109 | 57797547 |
| 0580 | 25476591 | 97647656 | 62456708 | 25053328 | 92896466 |
| 0581 | 93395402 | 58664407 | 79886168 | 71795088 | 67719305 |
| 0582 | 81665727 | 16593497 | 07364454 | 86964584 | 64800840 |
| 0583 | 99065523 | 07498397 | 95606215 | 46628498 | 34934979 |
| 0584 | 45668383 | 14957683 | 92534485 | 65177095 | 93719449 |
| 0585 | 85776984 | 01908889 | 06866598 | 94509696 | 42963659 |
| 0586 | 55177521 | 94028799 | 68947529 | 47525929 | 46668707 |
| 0587 | 24394896 | 31793338 | 14400275 | 26306845 | 71508641 |
| 0588 | 06351546 | 59676942 | 46872362 | 77587285 | 35614899 |
| 0589 | 19247556 | 73095816 | 99881521 | 66951958 | 57444994 |
| 0590 | 56984695 | 08465956 | 53756734 | 28456478 | 43365700 |
| 0591 | 97457886 | 49438325 | 24610805 | 75921080 | 07550469 |
| 0592 | 38856872 | 57913821 | 52846892 | 86149794 | 93997542 |
| 0593 | 33787667 | 97212234 | 16822475 | 07775194 | 99336764 |
| 0594 | 41972697 | 09656968 | 58450935 | 56675968 | 54598499 |
| 0595 | 45940275 | 42365535 | 70612675 | 99586590 | 08339256 |
| 0596 | 98460262 | 38489735 | 15091643 | 87667295 | 07667617 |
| 0597 | 67788863 | 67390264 | 38867346 | 44946059 | 97986887 |
| 0598 | 41552757 | 19466849 | 62606968 | 47560985 | 09784826 |
| 0599 | 99710757 | 89498977 | 27452162 | 66653157 | 51575147 |
| 0600 | 08345779 | 55727884 | 88940894 | 47826138 | 78945414 |
| 0601 | 76794577 | 50169589 | 58278527 | 47584415 | 29692031 |
| 0602 | 46229348 | 65228603 | 61891451 | 77479591 | 64292388 |
| 0603 | 98653777 | 99881564 | 55882529 | 62717786 | 17762346 |
| 0604 | 98374546 | 76901517 | 87718675 | 68507709 | 59154186 |
| 0605 | 66861679 | 47873647 | 93827895 | 99578366 | 22676744 |
| 0606 | 37644074 | 77845652 | 70517666 | 66979095 | 85134948 |
| 0607 | 76684369 | 01591072 | 79937399 | 11598910 | 31258439 |
| 0608 | 55966342 | 43977579 | 29243236 | 59877928 | 00432340 |
| 0609 | 79169586 | 08648718 | 72017577 | 57685677 | 58918675 |
| 0610 | 43558719 | 09624747 | 22489593 | 55008359 | 39557944 |
| 0611 | 16999165 | 67667924 | 45116199 | 44584192 | 81751869 |
| 0612 | 07946750 | 05714757 | 80426954 | 86534271 | 61808095 |
| 0613 | 70844345 | 67638987 | 12688490 | 72996705 | 44874967 |
| 0614 | 81557778 | 68676114 | 91739768 | 76257642 | 03693550 |
| 0615 | 53857568 | 16449457 | 50748499 | 74849679 | 13696495 |
| 0616 | 64478724 | 24730926 | 56986510 | 49689584 | 65399487 |
| 0617 | 85257625 | 46561453 | 87309454 | 72756465 | 63599781 |
| 0618 | 60575208 | 59874993 | 68685855 | 74943957 | 67760549 |
| 0619 | 77934974 | 22082394 | 51561875 | 67569419 | 53872473 |
| 0620 | 36398672 | 19552716 | 87254090 | 48879833 | 68794296 |
| 0621 | 96276089 | 78644006 | 34945615 | 47832335 | 14791975 |
| 0622 | 59475040 | 76339944 | 09475497 | 51426026 | 25429519 |
| 0623 | 53856506 | 44797133 | 19708759 | 89199494 | 43088030 |
| 0624 | 51495682 | 18293597 | 91590924 | 85128497 | 66766555 |
| 0625 | 87697852 | 36477014 | 83654627 | 07157451 | 24856646 |
| 0626 | 91064738 | 47964496 | 78730925 | 72513682 | 57585889 |
| 0627 | 58485693 | 59327774 | 05886860 | 64853679 | 69507129 |
| 0628 | 31497787 | 64664449 | 64724305 | 30145825 | 92935652 |
| 0629 | 18628998 | 74126708 | 78230696 | 59825393 | 54258469 |
| 0630 | 75968875 | 27521484 | 87036645 | 81582842 | 37783007 |
| 0631 | 78759379 | 88857197 | 34845846 | 43896696 | 00374932 |
| 0632 | 01236113 | 62685558 | 85345450 | 42336699 | 95003856 |
| 0633 | 85844773 | 95477294 | 40485507 | 38879559 | 11107700 |
| 0634 | 97464778 | 26663664 | 90440698 | 92482276 | 47762608 |
| 0635 | 82169749 | 86628507 | 54168003 | 96064865 | 60467444 |
| 0636 | 93791648 | 68757508 | 85518943 | 37928564 | 77160467 |
| 0637 | 70778091 | 67347816 | 11680216 | 75960864 | 41778668 |
| 0638 | 80732698 | 09985635 | 74346549 | 67380179 | 77992847 |
| 0639 | 37907982 | 06904379 | 08499777 | 37477459 | 78467968 |
| 0640 | 85837966 | 64589886 | 76153756 | 18287664 | 65294970 |
| 0641 | 75286924 | 39918767 | 97193428 | 98927056 | 08064886 |
| 0642 | 49814408 | 45485913 | 57965524 | 83870455 | 44805925 |
| 0643 | 99648695 | 75295238 | 99882527 | 40314765 | 84985854 |
| 0644 | 65048759 | 77071365 | 05768788 | 69098714 | 58209946 |
| 0645 | 51563986 | 94074505 | 90640741 | 69916958 | 83413072 |
| 0646 | 84374895 | 11967977 | 59515049 | 90137422 | 60627969 |
| 0647 | 79059859 | 09447439 | 96598150 | 18547987 | 46771415 |
| 0648 | 19523797 | 55155855 | 79937961 | 05378914 | 52743994 |
| 0649 | 97267689 | 31027329 | 57482687 | 17486866 | 88846063 |
| 0650 | 16854583 | 75340599 | 48336524 | 63994604 | 38800807 |
| 0651 | 10055259 | 38768653 | 51785698 | 89657833 | 73325408 |
| 0652 | 15680728 | 15075308 | 85578078 | 91938668 | 96919832 |
| 0653 | 68369585 | 87497057 | 89428369 | 97479387 | 19848211 |
| 0654 | 86046745 | 82255937 | 42672444 | 99675962 | 77870252 |
| 0655 | 27241569 | 58645141 | 35974907 | 78976275 | 22689181 |
| 0656 | 63322799 | 22457576 | 43695444 | 85874470 | 71427757 |
| 0657 | 78178285 | 10396996 | 36498935 | 99659593 | 34996357 |
| 0658 | 92373277 | 89748775 | 96498953 | 59740540 | 25673837 |
| 0659 | 16385848 | 79542586 | 59993599 | 98378718 | 05086956 |
| 0660 | 69434855 | 42654764 | 57029664 | 95679968 | 08975411 |
| 0661 | 76567775 | 05183735 | 18555498 | 61089974 | 83468475 |
| 0662 | 56153175 | 76535872 | 48350474 | 67985694 | 88687649 |
| 0663 | 55895474 | 17088789 | 93028776 | 84867691 | 30557957 |
| 0664 | 19007248 | 80054865 | 55656925 | 28394646 | 72864142 |
| 0665 | 57091587 | 54557688 | 26854845 | 86787671 | 91855892 |
| 0666 | 86459788 | 97689923 | 97054576 | 33859656 | 47947581 |
| 0667 | 45659679 | 61981677 | 25209546 | 68938257 | 89824919 |
| 0668 | 88976954 | 86657654 | 89328239 | 12902726 | 97968085 |
| 0669 | 75049546 | 58561455 | 04366899 | 65348219 | 49857616 |
| 0670 | 86947866 | 18969661 | 05953963 | 86577855 | 84125557 |
| 0671 | 31474502 | 05181785 | 82170198 | 94156779 | 36477223 |
| 0672 | 95570983 | 86299016 | 63880899 | 75738818 | 43099131 |
| 0673 | 47794607 | 79378177 | 69886157 | 00449549 | 32177937 |
| 0674 | 47770654 | 56168569 | 88426584 | 67642565 | 54495708 |
| 0675 | 02505507 | 57299328 | 50395189 | 51864597 | 98997410 |
| 0676 | 47994623 | 97074168 | 88304239 | 97429935 | 78858968 |
| 0677 | 59985845 | 26505665 | 47448638 | 48247459 | 22763555 |
| 0678 | 17721874 | 48876798 | 52546697 | 98145295 | 45276499 |
| 0679 | 26872858 | 44916169 | 76658796 | 87396669 | 94855547 |
| 0680 | 85228999 | 33235495 | 37678731 | 67957977 | 57985681 |
| 0681 | 46492098 | 70065775 | 47877064 | 72928597 | 95934642 |
| 0682 | 69601703 | 37115819 | 91281987 | 39175078 | 76169879 |
| 0683 | 43724484 | 65279934 | 87954643 | 34434997 | 18428765 |
| 0684 | 88687369 | 83988927 | 64978599 | 72500186 | 88407241 |
| 0685 | 81028853 | 97540769 | 89418827 | 64630454 | 69567760 |
| 0686 | 98550968 | 58474991 | 71792763 | 40960157 | 38925711 |
| 0687 | 31504996 | 43675560 | 77137686 | 45559740 | 97394740 |
| 0688 | 17496146 | 56495565 | 79829596 | 45929985 | 46586935 |
| 0689 | 46762520 | 49968824 | 60788884 | 68297872 | 83217319 |
| 0690 | 76422625 | 11056164 | 39896458 | 11274781 | 45512504 |
| 0691 | 88533662 | 49491890 | 34667350 | 36580706 | 67864637 |
| 0692 | 65375554 | 99534336 | 03319435 | 55541489 | 70335730 |
| 0693 | 35654391 | 97741437 | 77737915 | 46986265 | 11068212 |
| 0694 | 28954598 | 06035691 | 94351696 | 34289749 | 98664388 |
| 0695 | 56413507 | 12304875 | 23456164 | 84898748 | 16874983 |
| 0696 | 12316556 | 56854002 | 17746654 | 47878892 | 49996604 |
| 0697 | 57999692 | 88554497 | 75855068 | 46954067 | 96066568 |
| 0698 | 58369956 | 78930156 | 52802259 | 69295047 | 28562750 |
| 0699 | 07054962 | 50868306 | 70596664 | 81792767 | 40978790 |
| 0700 | 99127565 | 51369747 | 45593169 | 86873611 | 49655535 |
| 0701 | 56826956 | 88375930 | 63114687 | 91674404 | 85407998 |
